word,voc_easy
acoustic,"<div>Acoustic means having to do with sound. In concert halls, acoustic panels direct the way sound moves. An audio engineer is trained in acoustic design for music recording.</div>"
acoustics,"<div>If you choose to study sound, your field of expertise would be called acoustics. Once you get your degree, you might be hired by concert halls to improve the acoustics, or how sound carries through the room.</div>"
acquaint,"<div>When you acquaint yourself with something, you familiarize yourself with it. When you visit a new city, you should acquaint yourself with the layout of the streets so you don’t get lost.</div>"
acquaintance,"<div>An acquaintance is someone you know a little about, but they’re not your best friend or anything. Acquaintance is also having knowledge about something specific, like horror films or the farming techniques of Chinese peasants.</div>"
acquainted,"<div>When you're acquainted with someone, it means you know each other. If you're taking the city bus and realize that you know several of your fellow riders, you could say, ""I'm acquainted with half of the passengers on this bus.""</div>"
acquiesce,"<div>To acquiesce is to agree to something or to give in. If your kid sister is refusing to hand over the television remote, you hope she acquiesces before your favorite show comes on.</div>"
acquiescence,"<div>Acquiescence is an agreement, usually a willingness to go along with what someone else suggests. ""Sure, I don't mind,"" ""That sounds like a plan,"" and ""Good idea"" — these are all ways to show your acquiescence.</div>"
acquiescent,"<div>The adjective acquiescent describes someone who willingly carries out the wishes of others. If you say ""yes"" to every request for help, you may have an acquiescent personality — or the word ""no"" just may not be in your vocabulary.</div>"
acquire,"<div>To acquire means to get or come to own something. You acquire an education by your own effort. You acquire a painting by paying for it, or when someone gives it you. You acquire a sense of calm in crisis through experience.</div>"
acquired,"<div>The adjective acquired describes something you're not born with: you gain or develop it later in life, like your acquired taste for coffee</div>"
acquisition,"<div>An acquisition is something you acquire—a book, a skill or if you are a mogul, a company. It describes things you have purchased, things you have learned, or things you have gotten.</div>"
acquisitive,<div>It may seem like your acquisitive cousin never talks about anything but shopping. Someone who's acquisitive is preoccupied with possessing material things.</div>
acquit,<div>To acquit someone is to clear them of charges. Acquitting also has to do with how you carry or present yourself.</div>
acquittal,"<div>Acquittal is a legal word that defendants love to hear because it means ""not guilty.""</div>"
acquitted,"<div>An acquitted defendant is off the hook. If you're on trial for a crime and you're found ""not guilty,"" then you're acquitted and you can go free.</div>"
acre,"<div>A acre is a unit for measuring area, especially larger areas like farms. An acre is 4840 square yards.</div>"
acrid,"<div>Acrid is almost always used to describe a smell, and it ain't a pretty one. Acrid is the nasty sting that you feel in your nose when you walk by a building that just burned down––it's sulfur mixed with smoke.</div>"
acridness,"<div>Use the noun acridness to talk about the sharp or bitter taste of something. You might, for example, worry about the acridness of your homemade apple cider.</div>"
acrimonious,"<div>Locked in a mean-spirited, bitter argument? That's an acrimonious situation that might result in fists flying unless you and your opponent can cool down.</div>"
acrimony,"<div>Acrimony is bitterness, or ill will. Acrimony is a spiteful word. It sounds bitter, like acid.</div>"
acrobat,"<div>An acrobat is someone who skillfully performs gymnastic feats or other actions that involve agility and balance, such as a trapeze artist soaring through the air, or a tightrope walker at the circus.</div>"
acrobatic,"<div>Acrobatic describes something that's an amazing physical feat, especially if it involves agility and balance. An acrobatic dance routine might include back flips and handstands.</div>"
